Council area,Year,Sex,Age,Population
City of Edinburgh,2001,Female,49,2618
City of Edinburgh,2001,Female,50,2747
City of Edinburgh,2001,Female,51,2800
City of Edinburgh,2001,Female,52,2870
City of Edinburgh,2001,Female,53,2883
City of Edinburgh,2001,Female,54,3247
City of Edinburgh,2001,Female,55,2410
City of Edinburgh,2001,Female,56,2208
City of Edinburgh,2001,Female,57,2258
City of Edinburgh,2001,Female,58,2267
City of Edinburgh,2001,Female,59,2087
City of Edinburgh,2001,Female,60,1975
City of Edinburgh,2001,Female,61,2092
City of Edinburgh,2001,Female,62,2168
City of Edinburgh,2001,Female,63,2177
City of Edinburgh,2001,Female,64,2046
City of Edinburgh,2001,Female,65,2056
City of Edinburgh,2001,Female,66,2044
City of Edinburgh,2001,Female,67,2004
City of Edinburgh,2001,Female,68,2081
City of Edinburgh,2001,Female,69,2112
City of Edinburgh,2001,Female,70,2107
City of Edinburgh,2001,Female,71,2017
City of Edinburgh,2001,Female,72,1950
City of Edinburgh,2001,Female,73,1907
City of Edinburgh,2001,Female,74,1986
City of Edinburgh,2001,Female,75,1912
City of Edinburgh,2001,Female,76,1776
City of Edinburgh,2001,Female,77,1784
City of Edinburgh,2001,Female,78,1666
City of Edinburgh,2001,Female,79,1762
City of Edinburgh,2001,Female,80,1702
City of Edinburgh,2001,Female,81,1655
City of Edinburgh,2001,Female,82,1071
City of Edinburgh,2001,Female,83,913
City of Edinburgh,2001,Female,84,958
City of Edinburgh,2001,Female,85,948
City of Edinburgh,2001,Female,86,941
City of Edinburgh,2001,Female,87,886
City of Edinburgh,2001,Female,88,732
City of Edinburgh,2001,Female,89,630
City of Edinburgh,2001,Female,90,2347
City of Edinburgh,2001,Male,0,2190
City of Edinburgh,2001,Male,1,2253
City of Edinburgh,2001,Male,2,2255
City of Edinburgh,2001,Male,3,2244
City of Edinburgh,2001,Male,4,2340
City of Edinburgh,2001,Male,5,2314
City of Edinburgh,2001,Male,6,2273
City of Edinburgh,2001,Male,7,2317
City of Edinburgh,2001,Male,8,2432
City of Edinburgh,2001,Male,9,2465
City of Edinburgh,2001,Male,10,2481
City of Edinburgh,2001,Male,11,2295
City of Edinburgh,2001,Male,12,2456
City of Edinburgh,2001,Male,13,2425
City of Edinburgh,2001,Male,14,2346
City of Edinburgh,2001,Male,15,2444
City of Edinburgh,2001,Male,16,2332
City of Edinburgh,2001,Male,17,2232
City of Edinburgh,2001,Male,18,2851
City of Edinburgh,2001,Male,19,3671
City of Edinburgh,2001,Male,20,4077
City of Edinburgh,2001,Male,21,4420
City of Edinburgh,2001,Male,22,4337
City of Edinburgh,2001,Male,23,3915
City of Edinburgh,2001,Male,24,3636
City of Edinburgh,2001,Male,25,3770
City of Edinburgh,2001,Male,26,3746
City of Edinburgh,2001,Male,27,3747
City of Edinburgh,2001,Male,28,3707
City of Edinburgh,2001,Male,29,3729
City of Edinburgh,2001,Male,30,4092
City of Edinburgh,2001,Male,31,3804
City of Edinburgh,2001,Male,32,3668
City of Edinburgh,2001,Male,33,3816
City of Edinburgh,2001,Male,34,3852
City of Edinburgh,2001,Male,35,3512
City of Edinburgh,2001,Male,36,3668
City of Edinburgh,2001,Male,37,3374
City of Edinburgh,2001,Male,38,3495
City of Edinburgh,2001,Male,39,3295
City of Edinburgh,2001,Male,40,3417
City of Edinburgh,2001,Male,41,3185
City of Edinburgh,2001,Male,42,3129
City of Edinburgh,2001,Male,43,3057
City of Edinburgh,2001,Male,44,3013
City of Edinburgh,2001,Male,45,2961
City of Edinburgh,2001,Male,46,2844
City of Edinburgh,2001,Male,47,2722
City of Edinburgh,2001,Male,48,2629
City of Edinburgh,2001,Male,49,2692
City of Edinburgh,2001,Male,50,2643
City of Edinburgh,2001,Male,51,2671
City of Edinburgh,2001,Male,52,2777
City of Edinburgh,2001,Male,53,2802
City of Edinburgh,2001,Male,54,3101
City of Edinburgh,2001,Male,55,2174
City of Edinburgh,2001,Male,56,2175
City of Edinburgh,2001,Male,57,2170
City of Edinburgh,2001,Male,58,2082
City of Edinburgh,2001,Male,59,1875
City of Edinburgh,2001,Male,60,1839
City of Edinburgh,2001,Male,61,1928
City of Edinburgh,2001,Male,62,1883
City of Edinburgh,2001,Male,63,1828
City of Edinburgh,2001,Male,64,1795
City of Edinburgh,2001,Male,65,1865
City of Edinburgh,2001,Male,66,1719
City of Edinburgh,2001,Male,67,1736
City of Edinburgh,2001,Male,68,1660
City of Edinburgh,2001,Male,69,1576
City of Edinburgh,2001,Male,70,1652
City of Edinburgh,2001,Male,71,1541
City of Edinburgh,2001,Male,72,1465
City of Edinburgh,2001,Male,73,1402
City of Edinburgh,2001,Male,74,1353
City of Edinburgh,2001,Male,75,1274
City of Edinburgh,2001,Male,76,1190
City of Edinburgh,2001,Male,77,1143
City of Edinburgh,2001,Male,78,1056
City of Edinburgh,2001,Male,79,1085
City of Edinburgh,2001,Male,80,986
City of Edinburgh,2001,Male,81,938
City of Edinburgh,2001,Male,82,614
City of Edinburgh,2001,Male,83,427
City of Edinburgh,2001,Male,84,425
City of Edinburgh,2001,Male,85,385
City of Edinburgh,2001,Male,86,361
City of Edinburgh,2001,Male,87,319
City of Edinburgh,2001,Male,88,256
City of Edinburgh,2001,Male,89,219
City of Edinburgh,2001,Male,90,638
Clackmannanshire,2001,Female,0,256
Clackmannanshire,2001,Female,1,269
Clackmannanshire,2001,Female,2,243
Clackmannanshire,2001,Female,3,279
Clackmannanshire,2001,Female,4,286
Clackmannanshire,2001,Female,5,317
Clackmannanshire,2001,Female,6,301
Clackmannanshire,2001,Female,7,310
Clackmannanshire,2001,Female,8,336
Clackmannanshire,2001,Female,9,347
Clackmannanshire,2001,Female,10,346
Clackmannanshire,2001,Female,11,355
Clackmannanshire,2001,Female,12,298
Clackmannanshire,2001,Female,13,348
Clackmannanshire,2001,Female,14,334
Clackmannanshire,2001,Female,15,303
Clackmannanshire,2001,Female,16,346
Clackmannanshire,2001,Female,17,310
Clackmannanshire,2001,Female,18,249
Clackmannanshire,2001,Female,19,255
Clackmannanshire,2001,Female,20,262
Clackmannanshire,2001,Female,21,274
Clackmannanshire,2001,Female,22,239
Clackmannanshire,2001,Female,23,269
Clackmannanshire,2001,Female,24,237
Clackmannanshire,2001,Female,25,256
Clackmannanshire,2001,Female,26,256
Clackmannanshire,2001,Female,27,258
Clackmannanshire,2001,Female,28,314
Clackmannanshire,2001,Female,29,321
Clackmannanshire,2001,Female,30,296
Clackmannanshire,2001,Female,31,352
Clackmannanshire,2001,Female,32,380
Clackmannanshire,2001,Female,33,375
Clackmannanshire,2001,Female,34,415
Clackmannanshire,2001,Female,35,387
Clackmannanshire,2001,Female,36,396
Clackmannanshire,2001,Female,37,400
Clackmannanshire,2001,Female,38,410
Clackmannanshire,2001,Female,39,398
Clackmannanshire,2001,Female,40,384
Clackmannanshire,2001,Female,41,373
Clackmannanshire,2001,Female,42,372
Clackmannanshire,2001,Female,43,366
Clackmannanshire,2001,Female,44,334
Clackmannanshire,2001,Female,45,347
Clackmannanshire,2001,Female,46,343
Clackmannanshire,2001,Female,47,342
Clackmannanshire,2001,Female,48,321
Clackmannanshire,2001,Female,49,301
Clackmannanshire,2001,Female,50,369
Clackmannanshire,2001,Female,51,358
Clackmannanshire,2001,Female,52,353
Clackmannanshire,2001,Female,53,380
Clackmannanshire,2001,Female,54,394
Clackmannanshire,2001,Female,55,299
Clackmannanshire,2001,Female,56,314
Clackmannanshire,2001,Female,57,304
Clackmannanshire,2001,Female,58,308
Clackmannanshire,2001,Female,59,293
Clackmannanshire,2001,Female,60,256
Clackmannanshire,2001,Female,61,240
Clackmannanshire,2001,Female,62,260
Clackmannanshire,2001,Female,63,239
Clackmannanshire,2001,Female,64,290
Clackmannanshire,2001,Female,65,253
Clackmannanshire,2001,Female,66,224
Clackmannanshire,2001,Female,67,197
Clackmannanshire,2001,Female,68,197
Clackmannanshire,2001,Female,69,211
Clackmannanshire,2001,Female,70,201
Clackmannanshire,2001,Female,71,237
Clackmannanshire,2001,Female,72,214
Clackmannanshire,2001,Female,73,161
Clackmannanshire,2001,Female,74,173
Clackmannanshire,2001,Female,75,188
Clackmannanshire,2001,Female,76,168
Clackmannanshire,2001,Female,77,182
Clackmannanshire,2001,Female,78,178
Clackmannanshire,2001,Female,79,186
Clackmannanshire,2001,Female,80,176
Clackmannanshire,2001,Female,81,162
Clackmannanshire,2001,Female,82,108
Clackmannanshire,2001,Female,83,101
Clackmannanshire,2001,Female,84,66
Clackmannanshire,2001,Female,85,79
Clackmannanshire,2001,Female,86,85
Clackmannanshire,2001,Female,87,79
Clackmannanshire,2001,Female,88,67
Clackmannanshire,2001,Female,89,60
Clackmannanshire,2001,Female,90,165
Clackmannanshire,2001,Male,0,236
Clackmannanshire,2001,Male,1,261
Clackmannanshire,2001,Male,2,293
Clackmannanshire,2001,Male,3,274
Clackmannanshire,2001,Male,4,295
Clackmannanshire,2001,Male,5,304
Clackmannanshire,2001,Male,6,325
Clackmannanshire,2001,Male,7,292
Clackmannanshire,2001,Male,8,353
Clackmannanshire,2001,Male,9,342
Clackmannanshire,2001,Male,10,338
Clackmannanshire,2001,Male,11,337
Clackmannanshire,2001,Male,12,336
Clackmannanshire,2001,Male,13,349
Clackmannanshire,2001,Male,14,362
Clackmannanshire,2001,Male,15,348
Clackmannanshire,2001,Male,16,343
Clackmannanshire,2001,Male,17,325
Clackmannanshire,2001,Male,18,281
Clackmannanshire,2001,Male,19,268
Clackmannanshire,2001,Male,20,296
Clackmannanshire,2001,Male,21,266
Clackmannanshire,2001,Male,22,261
Clackmannanshire,2001,Male,23,234
Clackmannanshire,2001,Male,24,228
Clackmannanshire,2001,Male,25,262
Clackmannanshire,2001,Male,26,269
Clackmannanshire,2001,Male,27,252
Clackmannanshire,2001,Male,28,284
Clackmannanshire,2001,Male,29,304
Clackmannanshire,2001,Male,30,298
Clackmannanshire,2001,Male,31,320
Clackmannanshire,2001,Male,32,371
Clackmannanshire,2001,Male,33,363
Clackmannanshire,2001,Male,34,377
Clackmannanshire,2001,Male,35,367
Clackmannanshire,2001,Male,36,372
Clackmannanshire,2001,Male,37,395
Clackmannanshire,2001,Male,38,383
Clackmannanshire,2001,Male,39,375
Clackmannanshire,2001,Male,40,385
Clackmannanshire,2001,Male,41,365
Clackmannanshire,2001,Male,42,386
Clackmannanshire,2001,Male,43,314
Clackmannanshire,2001,Male,44,337
Clackmannanshire,2001,Male,45,313
Clackmannanshire,2001,Male,46,349
Clackmannanshire,2001,Male,47,311
Clackmannanshire,2001,Male,48,319
Clackmannanshire,2001,Male,49,321
Clackmannanshire,2001,Male,50,313
Clackmannanshire,2001,Male,51,339
Clackmannanshire,2001,Male,52,374
Clackmannanshire,2001,Male,53,383
Clackmannanshire,2001,Male,54,400
Clackmannanshire,2001,Male,55,323
Clackmannanshire,2001,Male,56,287
Clackmannanshire,2001,Male,57,319
Clackmannanshire,2001,Male,58,272
Clackmannanshire,2001,Male,59,267
Clackmannanshire,2001,Male,60,230
Clackmannanshire,2001,Male,61,235
Clackmannanshire,2001,Male,62,211
Clackmannanshire,2001,Male,63,256
Clackmannanshire,2001,Male,64,240
Clackmannanshire,2001,Male,65,203
Clackmannanshire,2001,Male,66,199
Clackmannanshire,2001,Male,67,191
Clackmannanshire,2001,Male,68,199
Clackmannanshire,2001,Male,69,217
Clackmannanshire,2001,Male,70,154
Clackmannanshire,2001,Male,71,185
Clackmannanshire,2001,Male,72,152
Clackmannanshire,2001,Male,73,161
Clackmannanshire,2001,Male,74,136
Clackmannanshire,2001,Male,75,119
Clackmannanshire,2001,Male,76,96
Clackmannanshire,2001,Male,77,114
Clackmannanshire,2001,Male,78,94
Clackmannanshire,2001,Male,79,113
Clackmannanshire,2001,Male,80,68
Clackmannanshire,2001,Male,81,89
Clackmannanshire,2001,Male,82,68
Clackmannanshire,2001,Male,83,42
Clackmannanshire,2001,Male,84,63
Clackmannanshire,2001,Male,85,39
Clackmannanshire,2001,Male,86,31
Clackmannanshire,2001,Male,87,28
Clackmannanshire,2001,Male,88,24
Clackmannanshire,2001,Male,89,14
Clackmannanshire,2001,Male,90,42
Dumfries and Galloway,2001,Female,0,646
Dumfries and Galloway,2001,Female,1,652
Dumfries and Galloway,2001,Female,2,698
Dumfries and Galloway,2001,Female,3,823
Dumfries and Galloway,2001,Female,4,797
Dumfries and Galloway,2001,Female,5,826
Dumfries and Galloway,2001,Female,6,882
Dumfries and Galloway,2001,Female,7,883
Dumfries and Galloway,2001,Female,8,922
Dumfries and Galloway,2001,Female,9,906
Dumfries and Galloway,2001,Female,10,981
Dumfries and Galloway,2001,Female,11,861
Dumfries and Galloway,2001,Female,12,857
Dumfries and Galloway,2001,Female,13,965
Dumfries and Galloway,2001,Female,14,941
Dumfries and Galloway,2001,Female,15,908
Dumfries and Galloway,2001,Female,16,927
Dumfries and Galloway,2001,Female,17,888
Dumfries and Galloway,2001,Female,18,686
Dumfries and Galloway,2001,Female,19,614
Dumfries and Galloway,2001,Female,20,587
Dumfries and Galloway,2001,Female,21,658
Dumfries and Galloway,2001,Female,22,657
Dumfries and Galloway,2001,Female,23,596
Dumfries and Galloway,2001,Female,24,545
Dumfries and Galloway,2001,Female,25,671
Dumfries and Galloway,2001,Female,26,688
Dumfries and Galloway,2001,Female,27,699
Dumfries and Galloway,2001,Female,28,819
Dumfries and Galloway,2001,Female,29,853
Dumfries and Galloway,2001,Female,30,896
Dumfries and Galloway,2001,Female,31,927
Dumfries and Galloway,2001,Female,32,1043
Dumfries and Galloway,2001,Female,33,1047
Dumfries and Galloway,2001,Female,34,1064
Dumfries and Galloway,2001,Female,35,1082
Dumfries and Galloway,2001,Female,36,1154
Dumfries and Galloway,2001,Female,37,1191
Dumfries and Galloway,2001,Female,38,1172
Dumfries and Galloway,2001,Female,39,1185
Dumfries and Galloway,2001,Female,40,1145
Dumfries and Galloway,2001,Female,41,1137
Dumfries and Galloway,2001,Female,42,1095
Dumfries and Galloway,2001,Female,43,1068
Dumfries and Galloway,2001,Female,44,1047
Dumfries and Galloway,2001,Female,45,1078
Dumfries and Galloway,2001,Female,46,1018
Dumfries and Galloway,2001,Female,47,973
Dumfries and Galloway,2001,Female,48,974
Dumfries and Galloway,2001,Female,49,1016
Dumfries and Galloway,2001,Female,50,1029
Dumfries and Galloway,2001,Female,51,1098
Dumfries and Galloway,2001,Female,52,1090
Dumfries and Galloway,2001,Female,53,1092
Dumfries and Galloway,2001,Female,54,1229
Dumfries and Galloway,2001,Female,55,1004
Dumfries and Galloway,2001,Female,56,1003
Dumfries and Galloway,2001,Female,57,1041
Dumfries and Galloway,2001,Female,58,1088
Dumfries and Galloway,2001,Female,59,1004
Dumfries and Galloway,2001,Female,60,966
Dumfries and Galloway,2001,Female,61,959
Dumfries and Galloway,2001,Female,62,978
Dumfries and Galloway,2001,Female,63,890
Dumfries and Galloway,2001,Female,64,941
Dumfries and Galloway,2001,Female,65,900
Dumfries and Galloway,2001,Female,66,878
Dumfries and Galloway,2001,Female,67,911
Dumfries and Galloway,2001,Female,68,844
Dumfries and Galloway,2001,Female,69,850
Dumfries and Galloway,2001,Female,70,828
Dumfries and Galloway,2001,Female,71,854
Dumfries and Galloway,2001,Female,72,848
Dumfries and Galloway,2001,Female,73,779
Dumfries and Galloway,2001,Female,74,805
Dumfries and Galloway,2001,Female,75,685
Dumfries and Galloway,2001,Female,76,684
Dumfries and Galloway,2001,Female,77,675
Dumfries and Galloway,2001,Female,78,678
Dumfries and Galloway,2001,Female,79,619
Dumfries and Galloway,2001,Female,80,596
Dumfries and Galloway,2001,Female,81,555
Dumfries and Galloway,2001,Female,82,417
Dumfries and Galloway,2001,Female,83,375
Dumfries and Galloway,2001,Female,84,369
Dumfries and Galloway,2001,Female,85,362
Dumfries and Galloway,2001,Female,86,326
Dumfries and Galloway,2001,Female,87,293
Dumfries and Galloway,2001,Female,88,228
Dumfries and Galloway,2001,Female,89,192
Dumfries and Galloway,2001,Female,90,760
Dumfries and Galloway,2001,Male,0,660
Dumfries and Galloway,2001,Male,1,711
Dumfries and Galloway,2001,Male,2,751
Dumfries and Galloway,2001,Male,3,825
Dumfries and Galloway,2001,Male,4,802
Dumfries and Galloway,2001,Male,5,912
Dumfries and Galloway,2001,Male,6,867
Dumfries and Galloway,2001,Male,7,933
Dumfries and Galloway,2001,Male,8,900
Dumfries and Galloway,2001,Male,9,948
Dumfries and Galloway,2001,Male,10,956
Dumfries and Galloway,2001,Male,11,979
Dumfries and Galloway,2001,Male,12,965
Dumfries and Galloway,2001,Male,13,1004
Dumfries and Galloway,2001,Male,14,1014
Dumfries and Galloway,2001,Male,15,975
Dumfries and Galloway,2001,Male,16,1006
Dumfries and Galloway,2001,Male,17,882
Dumfries and Galloway,2001,Male,18,751
Dumfries and Galloway,2001,Male,19,662
Dumfries and Galloway,2001,Male,20,711
Dumfries and Galloway,2001,Male,21,647
Dumfries and Galloway,2001,Male,22,622
Dumfries and Galloway,2001,Male,23,579
Dumfries and Galloway,2001,Male,24,578
Dumfries and Galloway,2001,Male,25,666
Dumfries and Galloway,2001,Male,26,612
Dumfries and Galloway,2001,Male,27,677
Dumfries and Galloway,2001,Male,28,697
Dumfries and Galloway,2001,Male,29,864
Dumfries and Galloway,2001,Male,30,902
Dumfries and Galloway,2001,Male,31,887
Dumfries and Galloway,2001,Male,32,928
Dumfries and Galloway,2001,Male,33,882
Dumfries and Galloway,2001,Male,34,1036
Dumfries and Galloway,2001,Male,35,1056
Dumfries and Galloway,2001,Male,36,1108
Dumfries and Galloway,2001,Male,37,1087
Dumfries and Galloway,2001,Male,38,1101
Dumfries and Galloway,2001,Male,39,1117
Dumfries and Galloway,2001,Male,40,1078
Dumfries and Galloway,2001,Male,41,1032
Dumfries and Galloway,2001,Male,42,1004
Dumfries and Galloway,2001,Male,43,1032
Dumfries and Galloway,2001,Male,44,977
Dumfries and Galloway,2001,Male,45,1016
Dumfries and Galloway,2001,Male,46,978
Dumfries and Galloway,2001,Male,47,1002
Dumfries and Galloway,2001,Male,48,948
Dumfries and Galloway,2001,Male,49,968
Dumfries and Galloway,2001,Male,50,1049
Dumfries and Galloway,2001,Male,51,1079
Dumfries and Galloway,2001,Male,52,1123
Dumfries and Galloway,2001,Male,53,1181
Dumfries and Galloway,2001,Male,54,1214
Dumfries and Galloway,2001,Male,55,1000
Dumfries and Galloway,2001,Male,56,943
Dumfries and Galloway,2001,Male,57,988
Dumfries and Galloway,2001,Male,58,968
Dumfries and Galloway,2001,Male,59,923
Dumfries and Galloway,2001,Male,60,889
Dumfries and Galloway,2001,Male,61,896
Dumfries and Galloway,2001,Male,62,846
Dumfries and Galloway,2001,Male,63,906
Dumfries and Galloway,2001,Male,64,875
Dumfries and Galloway,2001,Male,65,818
Dumfries and Galloway,2001,Male,66,786
Dumfries and Galloway,2001,Male,67,810
Dumfries and Galloway,2001,Male,68,811
Dumfries and Galloway,2001,Male,69,752
Dumfries and Galloway,2001,Male,70,755
Dumfries and Galloway,2001,Male,71,704
Dumfries and Galloway,2001,Male,72,663
Dumfries and Galloway,2001,Male,73,642
Dumfries and Galloway,2001,Male,74,649
Dumfries and Galloway,2001,Male,75,610
Dumfries and Galloway,2001,Male,76,547
Dumfries and Galloway,2001,Male,77,455
Dumfries and Galloway,2001,Male,78,475
Dumfries and Galloway,2001,Male,79,402
Dumfries and Galloway,2001,Male,80,383
Dumfries and Galloway,2001,Male,81,373
Dumfries and Galloway,2001,Male,82,227
Dumfries and Galloway,2001,Male,83,200
Dumfries and Galloway,2001,Male,84,194
Dumfries and Galloway,2001,Male,85,157
Dumfries and Galloway,2001,Male,86,165
Dumfries and Galloway,2001,Male,87,135
Dumfries and Galloway,2001,Male,88,91
Dumfries and Galloway,2001,Male,89,70
Dumfries and Galloway,2001,Male,90,260
Dundee City,2001,Female,0,669
Dundee City,2001,Female,1,680
Dundee City,2001,Female,2,712
Dundee City,2001,Female,3,748
Dundee City,2001,Female,4,766
Dundee City,2001,Female,5,756
Dundee City,2001,Female,6,697
Dundee City,2001,Female,7,739
Dundee City,2001,Female,8,809
Dundee City,2001,Female,9,824
Dundee City,2001,Female,10,880
Dundee City,2001,Female,11,801
Dundee City,2001,Female,12,803
Dundee City,2001,Female,13,876
Dundee City,2001,Female,14,899
Dundee City,2001,Female,15,904
Dundee City,2001,Female,16,902
Dundee City,2001,Female,17,856
Dundee City,2001,Female,18,1054
Dundee City,2001,Female,19,1325
Dundee City,2001,Female,20,1508
Dundee City,2001,Female,21,1488
Dundee City,2001,Female,22,1468
Dundee City,2001,Female,23,1046
Dundee City,2001,Female,24,924
Dundee City,2001,Female,25,960
Dundee City,2001,Female,26,926
Dundee City,2001,Female,27,897
Dundee City,2001,Female,28,929
Dundee City,2001,Female,29,924
Dundee City,2001,Female,30,1057
Dundee City,2001,Female,31,990
Dundee City,2001,Female,32,1058
Dundee City,2001,Female,33,1020
Dundee City,2001,Female,34,1050
Dundee City,2001,Female,35,1082
Dundee City,2001,Female,36,1140
Dundee City,2001,Female,37,1093
Dundee City,2001,Female,38,1169
Dundee City,2001,Female,39,1154
Dundee City,2001,Female,40,1171
Dundee City,2001,Female,41,1069
Dundee City,2001,Female,42,1033
Dundee City,2001,Female,43,1048
Dundee City,2001,Female,44,998
Dundee City,2001,Female,45,932
Dundee City,2001,Female,46,897
Dundee City,2001,Female,47,807
Dundee City,2001,Female,48,906
Dundee City,2001,Female,49,854
Dundee City,2001,Female,50,821
Dundee City,2001,Female,51,949
Dundee City,2001,Female,52,905
Dundee City,2001,Female,53,951
Dundee City,2001,Female,54,1112
Dundee City,2001,Female,55,824
Dundee City,2001,Female,56,816
Dundee City,2001,Female,57,733
Dundee City,2001,Female,58,748
Dundee City,2001,Female,59,751
Dundee City,2001,Female,60,789
Dundee City,2001,Female,61,783
Dundee City,2001,Female,62,801
Dundee City,2001,Female,63,860
Dundee City,2001,Female,64,785
Dundee City,2001,Female,65,822
Dundee City,2001,Female,66,780
Dundee City,2001,Female,67,815
Dundee City,2001,Female,68,787
Dundee City,2001,Female,69,878
Dundee City,2001,Female,70,805
Dundee City,2001,Female,71,797
Dundee City,2001,Female,72,754
